Food Category,Meal Type,Protein,Carbs,Fat,Fiber,Sugar,Sodium,Water,Calories,Saturated Fat
Vegetables,Snack,32.1,83.5,13.9,9.8,12.0,323,168,499,3.07
Grains,Dinner,42.3,92.8,35.0,6.3,38.1,228,638,349,7.29
Snacks,Dinner,1.3,78.3,11.4,9.9,5.3,309,297,244,2.29
Vegetables,Dinner,30.4,64.7,7.0,7.3,42.9,553,541,580,1.46
Grains,Snack,33.5,29.3,41.0,7.1,12.8,129,237,65,10.53
Fruits,Lunch,15.8,80.5,32.5,4.2,13.2,276,428,175,6.56
Grains,Snack,29.8,44.6,10.0,3.4,7.5,574,369,566,2.49
Meat,Breakfast,37.8,83.7,37.5,0.6,43.5,238,809,102,7.75
Snacks,Dinner,28.4,96.7,10.2,0.9,23.2,345,990,220,2.06
Snacks,Snack,1.3,15.2,37.2,4.1,11.9,482,999,121,7.1
Fruits,Lunch,23.2,35.8,24.2,7.6,34.8,771,715,402,5.34
Vegetables,Breakfast,5.6,86.1,18.0,5.4,0.1,924,928,192,4.63
Grains,Lunch,34.6,49.2,42.1,1.4,40.8,140,569,152,9.35
Beverages,Breakfast,34.3,18.0,33.8,0.2,40.4,850,276,269,8.7
Snacks,Breakfast,42.6,15.3,17.3,5.5,22.1,616,326,430,4.79
Snacks,Dinner,47.0,31.9,11.0,4.2,35.2,543,496,154,2.76
Dairy,Lunch,5.1,89.4,20.8,2.6,13.8,749,146,428,3.84
Beverages,Lunch,7.3,57.1,28.8,3.5,1.2,816,811,333,7.12
Dairy,Snack,1.7,64.7,48.7,0.9,22.8,592,941,180,8.37
Vegetables,Dinner,20.2,17.0,3.7,8.1,10.0,819,936,274,0.97
Dairy,Breakfast,32.1,79.9,29.4,3.8,20.7,86,133,176,6.23
Snacks,Snack,7.5,56.3,13.3,6.8,13.5,298,192,136,2.59
Beverages,Snack,49.1,24.9,22.1,3.5,1.9,853,821,96,7.09
Dairy,Dinner,44.2,60.4,27.5,3.2,29.9,443,209,148,6.25
Vegetables,Snack,25.6,74.2,24.5,1.5,18.7,230,977,499,5.13
Meat,Breakfast,29.5,80.1,9.2,6.7,49.9,625,554,473,1.83
Snacks,Snack,22.6,83.4,37.8,8.2,22.4,59,186,284,7.56
Grains,Dinner,44.1,72.3,10.2,3.6,3.1,363,164,374,2.73
Snacks,Dinner,23.2,67.5,37.9,8.4,44.6,709,788,128,7.51
Dairy,Breakfast,5.3,77.6,40.8,5.1,41.1,83,293,426,6.95
Fruits,Lunch,16.2,19.9,28.0,8.9,24.4,543,248,464,6.51
Fruits,Lunch,13.7,97.2,8.5,2.5,6.8,929,247,297,1.79
Snacks,Breakfast,41.7,88.0,29.3,1.6,26.9,853,618,154,6.26
Fruits,Snack,16.9,14.6,20.5,6.2,12.4,700,563,510,5.26
Beverages,Snack,8.9,84.1,15.3,3.7,33.8,536,814,511,2.71
Snacks,Dinner,46.3,95.8,44.8,9.1,14.1,438,177,495,10.07
Vegetables,Breakfast,4.2,40.8,38.5,3.8,41.2,734,181,583,6.72
Vegetables,Snack,10.9,6.9,43.4,8.3,42.8,793,109,88,10.74
Dairy,Dinner,8.1,85.2,26.2,7.7,23.1,597,658,97,4.73
Grains,Dinner,21.6,81.5,23.0,5.8,32.0,106,364,441,4.48
Grains,Breakfast,41.5,8.2,28.2,7.6,34.3,333,954,80,8.05
Beverages,Dinner,9.0,60.9,44.2,5.1,48.3,315,771,64,7.89
Meat,Snack,42.3,36.4,19.0,5.8,31.8,257,750,196,4.62
Meat,Lunch,44.1,12.4,44.2,4.8,8.1,788,485,545,13.4
Fruits,Snack,18.0,28.4,13.3,0.6,2.6,315,744,589,3.63
Vegetables,Dinner,19.3,62.5,16.4,8.2,48.4,531,958,334,3.19
Meat,Lunch,7.2,93.2,24.8,3.1,20.5,752,640,370,4.47
Fruits,Dinner,37.5,8.3,12.4,8.9,28.9,242,987,583,3.53
Snacks,Lunch,3.8,46.9,47.4,7.5,46.5,373,611,186,8.09
Meat,Lunch,21.4,20.9,26.9,8.7,8.1,282,655,186,7.06
Fruits,Lunch,48.8,30.7,27.5,4.5,34.8,613,879,591,6.97
Fruits,Breakfast,23.2,83.3,8.5,4.1,16.4,731,118,547,1.75
Grains,Lunch,9.5,33.2,30.2,5.1,44.4,595,401,169,5.82
Dairy,Breakfast,49.5,28.4,37.4,5.2,40.9,385,960,180,9.54
Meat,Breakfast,33.2,84.0,14.1,6.3,38.6,601,465,346,2.87
Dairy,Lunch,17.6,48.3,29.8,2.8,0.9,345,918,397,8.17
Meat,Breakfast,36.6,94.5,9.0,1.4,21.4,547,699,448,1.89
Fruits,Snack,1.2,15.4,39.1,10.0,10.3,479,183,119,7.54
Snacks,Snack,40.0,88.2,28.2,2.4,33.1,147,566,115,5.91
Snacks,Snack,42.1,8.3,11.8,6.8,21.6,641,344,51,3.44
Meat,Snack,7.9,90.9,25.4,0.2,49.0,455,708,257,4.35
Meat,Dinner,22.2,34.6,47.4,9.1,1.9,325,726,337,13.28
Dairy,Breakfast,47.6,21.6,16.7,6.4,40.7,58,193,439,4.39
Dairy,Snack,14.1,75.5,27.6,5.3,5.2,177,996,429,6.14
Grains,Breakfast,10.6,45.8,4.1,9.6,30.3,420,412,68,0.79
Beverages,Breakfast,15.3,65.8,6.4,1.4,18.9,664,976,115,1.27
Dairy,Breakfast,12.5,19.1,9.9,4.4,15.0,11,666,218,2.3
Meat,Breakfast,32.7,53.7,32.7,5.9,35.4,301,685,352,7.14
Dairy,Snack,3.3,48.9,1.2,1.0,9.6,413,591,223,0.23
Dairy,Dinner,4.6,63.1,22.4,2.8,24.2,352,767,425,3.97
Fruits,Dinner,27.5,86.1,19.3,7.6,13.4,390,828,187,4.11
Beverages,Snack,23.6,38.4,3.0,7.5,22.7,528,532,450,0.67
Grains,Lunch,21.4,87.1,16.0,3.3,23.1,136,547,134,3.15
Snacks,Dinner,2.3,8.1,18.7,4.9,39.3,394,968,548,3.58
Meat,Dinner,35.4,82.8,46.0,0.3,41.5,759,931,472,9.44
Vegetables,Lunch,19.0,45.0,19.8,5.9,42.3,748,131,432,4.05
Dairy,Dinner,14.8,14.6,12.1,2.9,34.5,39,230,487,2.85
Dairy,Dinner,20.1,77.5,4.6,8.2,42.3,597,410,200,0.88
Beverages,Lunch,10.4,9.4,25.7,8.8,25.1,811,698,474,6.21
Beverages,Dinner,3.1,45.0,21.6,9.3,24.6,807,384,384,3.81
Snacks,Breakfast,26.4,6.3,7.2,0.6,47.4,422,915,284,1.99
Beverages,Dinner,48.7,22.9,14.6,3.2,11.5,18,907,148,4.1
Meat,Dinner,15.0,31.5,49.0,2.6,32.2,635,906,452,10.33
Beverages,Snack,40.6,25.3,32.7,2.6,11.0,816,214,58,8.9
Vegetables,Lunch,22.1,61.1,36.3,5.5,34.0,705,751,418,7.34
Meat,Snack,46.3,66.2,1.9,7.9,0.6,377,978,336,0.57
Fruits,Dinner,36.1,7.8,9.3,1.8,25.8,750,989,537,2.67
Snacks,Dinner,22.8,86.9,20.5,0.4,45.8,175,325,309,3.91
Fruits,Dinner,13.8,45.0,37.0,7.5,20.1,617,168,381,7.57
Fruits,Lunch,2.9,62.3,41.6,2.3,15.6,782,549,509,7.52
Grains,Dinner,20.7,68.4,24.8,8.3,45.1,332,248,379,4.82
Beverages,Dinner,15.3,90.4,24.2,4.3,4.7,971,439,351,5.4
Meat,Breakfast,8.0,10.3,14.7,3.7,12.3,878,665,88,3.54
Grains,Breakfast,42.2,41.7,25.7,5.3,47.2,763,489,247,6.02
Meat,Breakfast,32.7,96.0,46.8,0.5,0.5,327,589,535,13.04
Vegetables,Snack,10.5,96.0,6.2,9.1,3.3,363,487,269,1.39
Grains,Dinner,32.9,5.9,8.6,5.5,32.7,121,427,417,2.47
Grains,Snack,13.2,87.0,49.0,6.2,36.9,650,860,474,8.89
Beverages,Lunch,1.8,92.8,28.7,9.5,26.0,249,633,571,4.85
Vegetables,Snack,12.4,29.8,32.9,8.1,39.3,608,167,184,6.72
Grains,Snack,37.7,48.0,34.3,4.5,48.3,646,812,201,7.7
Fruits,Lunch,30.5,69.5,12.9,0.6,29.6,704,320,257,2.71
Beverages,Breakfast,31.4,34.5,18.9,7.5,48.5,330,852,223,4.34
Vegetables,Lunch,12.4,12.2,2.5,1.1,40.7,616,740,121,0.58
Meat,Dinner,6.5,71.9,28.4,7.8,28.8,954,255,502,5.03
Beverages,Lunch,27.0,41.3,23.1,6.3,27.8,999,791,398,5.17
Snacks,Lunch,16.1,29.4,47.5,4.8,15.4,206,814,255,10.76
Fruits,Breakfast,30.1,37.3,49.8,7.7,19.4,126,999,247,11.78
Vegetables,Dinner,22.4,60.3,24.8,6.6,8.6,203,112,281,5.63
Dairy,Snack,44.4,12.5,36.2,2.2,23.2,565,732,370,10.24
Snacks,Snack,37.2,60.0,41.9,5.2,7.5,965,403,440,10.34
Vegetables,Snack,43.1,18.8,46.3,4.4,7.6,310,248,435,13.54
Snacks,Lunch,24.6,74.7,33.0,7.9,27.8,346,603,107,6.67
Dairy,Snack,14.1,69.4,39.7,5.6,18.2,557,785,335,7.8
Fruits,Breakfast,25.8,84.7,28.3,8.3,4.0,836,383,439,6.8
Dairy,Dinner,28.1,61.6,32.3,6.6,17.6,635,627,150,7.06
Beverages,Lunch,9.4,23.1,27.8,2.7,19.1,434,707,428,5.92
Grains,Snack,7.4,13.4,7.6,5.8,34.6,462,443,297,1.62
Fruits,Dinner,15.3,15.4,25.4,5.0,14.2,860,682,511,6.31
Snacks,Snack,32.2,10.3,40.6,4.2,26.1,78,123,369,11.25
Grains,Dinner,36.0,83.2,5.8,4.7,44.2,923,457,307,1.19
Vegetables,Breakfast,33.4,43.3,6.8,5.3,39.8,455,622,598,1.53
Beverages,Dinner,36.7,53.1,27.9,3.3,17.7,282,556,597,6.49
Dairy,Dinner,23.9,40.9,45.3,0.6,27.0,737,621,406,9.97
Grains,Breakfast,30.1,44.0,37.3,1.9,2.0,220,515,133,10.5
Meat,Dinner,19.7,26.5,18.6,5.3,27.5,802,888,277,4.24
Snacks,Lunch,32.8,47.6,5.5,9.7,5.8,830,560,93,1.41
Snacks,Breakfast,40.8,40.5,38.3,1.7,34.0,353,328,293,9.08
Fruits,Dinner,26.3,44.9,21.8,7.9,25.3,559,280,107,4.82
Vegetables,Breakfast,42.7,75.4,7.5,1.9,0.8,110,132,78,2.17
Snacks,Dinner,22.4,15.3,48.3,4.3,17.4,337,646,170,12.52
Vegetables,Dinner,41.5,20.5,41.0,5.8,32.7,578,912,486,10.74
Beverages,Breakfast,40.4,17.9,39.8,7.0,29.4,421,407,559,10.62
Beverages,Lunch,47.6,89.1,32.3,9.9,40.1,900,871,276,6.88
Vegetables,Dinner,10.9,45.9,48.0,4.2,0.6,541,337,171,12.84
Fruits,Dinner,3.5,46.3,22.9,7.6,4.5,183,664,565,4.88
Fruits,Lunch,32.4,69.5,28.9,3.2,47.0,881,838,288,5.98
Beverages,Snack,14.0,49.9,1.8,2.2,2.1,299,523,472,0.46
Grains,Breakfast,47.1,22.5,4.8,0.6,0.2,716,726,380,1.66
Dairy,Dinner,21.8,59.0,46.2,3.6,44.6,565,973,149,9.24
Snacks,Breakfast,16.4,97.7,32.1,8.8,44.5,658,990,487,5.83
Beverages,Lunch,33.1,42.7,48.6,0.2,35.7,768,941,569,11.03
Meat,Breakfast,19.5,63.0,5.7,10.0,1.9,784,705,268,1.47
Meat,Snack,40.2,41.5,2.0,6.5,10.4,54,897,278,0.51
Snacks,Snack,5.3,42.2,7.9,5.0,39.6,376,851,313,1.4
Snacks,Dinner,45.6,76.9,5.0,5.7,30.6,982,152,263,1.1
Grains,Snack,17.0,97.7,9.9,0.9,8.9,827,293,453,2.06
Fruits,Breakfast,47.6,32.4,41.8,4.5,15.1,482,386,355,10.99
Beverages,Lunch,29.3,32.5,12.0,9.9,10.3,100,259,592,3.03
Grains,Snack,22.8,86.5,14.1,0.0,40.4,105,258,470,2.71
Fruits,Dinner,11.7,57.3,9.9,2.4,25.2,256,896,573,1.9
Snacks,Breakfast,2.0,15.5,17.2,4.9,47.1,866,162,418,3.02
Meat,Lunch,15.4,84.4,39.1,0.2,35.7,850,986,154,7.24
Dairy,Lunch,31.5,13.1,34.9,8.6,49.0,171,455,520,9.17
Vegetables,Snack,46.3,37.6,13.8,0.0,10.7,928,218,373,3.64
Fruits,Lunch,46.0,81.9,37.5,7.7,36.0,170,573,425,8.09
Meat,Lunch,19.8,48.8,18.8,0.3,7.8,0,248,445,4.36
Beverages,Breakfast,49.5,52.2,16.2,3.4,7.1,731,298,333,4.27
Fruits,Dinner,36.8,12.7,41.7,7.1,2.1,987,257,453,13.75
Fruits,Snack,8.8,14.7,20.2,0.1,2.1,178,681,149,5.54
Meat,Snack,48.8,5.5,11.7,1.2,5.8,355,448,524,3.85
Meat,Breakfast,35.1,44.3,23.8,2.8,25.9,31,503,161,5.51
Snacks,Breakfast,46.7,22.7,10.6,4.3,32.9,774,854,557,2.78
Meat,Lunch,6.9,68.9,23.2,6.6,27.5,80,267,86,4.15
Fruits,Breakfast,36.5,75.5,20.2,1.5,4.9,257,191,265,5.03
Grains,Lunch,1.2,47.3,1.7,1.6,9.4,558,477,292,0.32
Fruits,Snack,27.7,77.0,44.9,0.8,36.9,910,512,475,9.04
Dairy,Snack,18.4,97.8,41.2,1.2,20.4,151,396,330,7.96
Dairy,Dinner,10.1,61.7,27.8,7.0,43.7,699,525,600,5.03
Dairy,Breakfast,28.0,28.1,18.8,7.8,38.6,377,769,322,4.42
Fruits,Lunch,7.4,32.3,47.8,9.5,0.8,351,938,223,12.59
Fruits,Breakfast,5.7,18.8,2.5,9.4,48.0,144,116,337,0.48
Snacks,Dinner,11.4,37.2,47.4,4.9,19.9,324,735,209,9.7
Meat,Dinner,35.2,26.8,24.9,4.4,3.9,881,117,587,7.22
Meat,Breakfast,14.4,44.8,8.0,5.6,5.3,936,810,334,1.88
Meat,Dinner,49.3,66.8,39.3,7.3,3.4,638,530,334,10.72
Snacks,Lunch,27.2,48.6,35.6,5.5,15.8,733,543,390,8.09
Fruits,Breakfast,33.3,36.5,13.6,4.9,35.2,104,868,487,3.17
Vegetables,Breakfast,32.5,44.5,40.5,4.0,13.0,620,931,377,9.73
Dairy,Dinner,47.4,58.2,48.3,7.9,36.3,886,875,60,11.05
Dairy,Breakfast,27.5,96.5,43.1,4.2,34.8,779,117,60,8.43
Meat,Dinner,42.8,5.3,5.2,2.6,47.9,679,822,219,1.51
Fruits,Snack,3.3,23.9,31.7,2.2,39.4,913,175,463,5.67
Fruits,Dinner,12.3,64.9,38.2,4.2,24.0,877,405,492,7.29
Vegetables,Breakfast,19.6,11.7,13.8,5.3,6.4,129,241,112,3.93
Dairy,Breakfast,8.3,98.9,22.5,1.0,18.8,309,547,448,4.11
Meat,Dinner,15.9,15.7,41.2,8.8,9.8,666,573,241,10.59
Dairy,Snack,23.9,47.7,31.1,8.5,9.1,767,966,84,7.3
Dairy,Dinner,20.6,18.6,8.4,4.3,12.8,776,810,141,2.14
Dairy,Dinner,45.4,14.7,14.6,7.8,32.5,590,456,371,4.01
Snacks,Breakfast,7.5,26.2,31.4,8.0,3.6,580,935,97,7.55
Vegetables,Lunch,47.3,39.5,15.0,4.1,17.0,974,896,499,3.8
Dairy,Snack,15.4,51.3,43.2,8.2,5.6,153,346,463,9.99
Vegetables,Snack,18.7,74.4,32.4,2.7,13.1,576,858,432,6.72
Fruits,Dinner,42.0,98.9,43.9,5.6,29.1,445,471,176,9.18
Vegetables,Snack,46.2,84.8,45.7,2.8,8.0,902,646,283,11.01
Fruits,Breakfast,14.4,24.2,36.1,1.5,3.6,202,245,224,9.48
Fruits,Breakfast,23.2,48.2,12.0,7.7,16.2,895,146,78,2.66
Snacks,Dinner,3.1,61.4,27.4,7.6,30.9,361,506,302,4.69
Meat,Dinner,24.5,34.5,36.1,5.4,18.4,48,132,552,8.4
Beverages,Dinner,7.7,52.7,1.6,0.3,48.8,378,473,166,0.28
Vegetables,Breakfast,38.5,67.3,18.9,7.3,37.7,236,746,582,4.08
Grains,Dinner,19.4,57.4,11.9,7.9,36.1,331,282,167,2.37
Vegetables,Dinner,18.9,8.5,5.0,1.2,28.9,647,740,355,1.32
Beverages,Breakfast,2.4,5.8,25.9,3.8,18.7,624,910,377,5.44
Grains,Breakfast,6.7,37.1,3.4,8.0,27.9,765,321,414,0.64
Meat,Lunch,9.3,59.7,49.8,6.0,22.3,908,514,429,9.37
Snacks,Lunch,25.5,45.7,47.6,8.3,11.2,726,967,496,11.13
Grains,Breakfast,17.9,67.9,14.0,2.4,39.5,534,626,258,2.69
Dairy,Breakfast,49.5,74.5,28.8,5.9,49.5,445,981,220,6.29
Vegetables,Snack,4.8,47.6,12.2,3.7,19.8,127,683,282,2.24
Beverages,Snack,17.9,61.0,12.5,2.7,38.4,498,670,358,2.44
Beverages,Lunch,12.0,36.9,34.4,7.8,29.5,648,302,128,6.9
Fruits,Breakfast,23.7,36.8,42.3,3.5,20.7,593,931,188,9.61
Snacks,Breakfast,40.5,69.0,6.4,1.7,8.8,748,627,312,1.54
Fruits,Dinner,13.8,19.8,21.6,8.2,15.2,628,682,360,5.07
Vegetables,Dinner,44.6,13.5,36.3,1.1,0.2,798,196,100,13.04
Dairy,Breakfast,35.8,8.1,16.5,5.1,46.5,954,318,376,4.61
Meat,Snack,1.5,74.6,14.0,0.3,43.5,544,841,461,2.29
Beverages,Snack,42.8,86.9,45.4,4.6,33.5,100,873,148,9.63
Grains,Lunch,42.2,58.1,6.2,8.5,40.8,779,908,530,1.39
Grains,Dinner,27.1,30.0,46.4,4.4,11.1,566,278,221,11.65
Beverages,Lunch,20.7,79.8,11.2,3.5,2.8,671,442,187,2.74
Vegetables,Dinner,40.8,79.9,37.5,9.1,46.9,931,308,467,7.87
Meat,Dinner,39.6,93.7,3.9,3.6,15.4,902,603,301,0.85
Vegetables,Dinner,27.5,39.6,10.2,6.4,35.6,846,849,290,2.27
Fruits,Snack,13.7,63.0,44.4,3.4,35.3,80,904,346,8.39
Snacks,Breakfast,30.7,52.1,44.8,8.5,5.0,542,336,434,11.42
Grains,Dinner,31.6,12.4,20.4,8.4,17.9,265,438,59,5.65
Meat,Lunch,26.8,90.3,39.0,3.6,24.3,259,367,448,7.84
Meat,Snack,44.6,45.0,34.6,2.8,4.7,675,605,162,9.53
Grains,Lunch,37.6,79.7,30.3,10.0,32.6,798,496,352,6.39
Beverages,Snack,48.5,70.0,48.5,6.7,18.3,486,417,286,11.27
Dairy,Snack,27.8,34.0,15.2,2.1,29.1,19,488,222,3.51
Dairy,Dinner,43.2,93.0,23.4,5.6,41.2,779,574,75,4.87
Vegetables,Breakfast,15.0,59.8,22.4,6.9,28.8,831,775,203,4.36
Vegetables,Lunch,26.6,23.1,13.9,7.5,23.4,637,470,132,3.42
Fruits,Dinner,17.0,82.4,41.9,0.5,12.6,738,850,327,8.54
Dairy,Breakfast,25.6,98.8,26.0,2.8,15.2,937,864,140,5.34
Grains,Dinner,22.4,73.7,10.2,4.0,23.9,460,926,54,2.06
Grains,Lunch,20.1,92.7,11.0,3.8,40.5,267,653,500,2.06
Grains,Snack,9.1,6.4,34.1,6.4,36.6,505,331,467,8.35
Grains,Dinner,47.0,56.0,46.3,1.1,39.5,56,271,317,10.6
Snacks,Snack,7.7,68.9,6.6,2.5,43.9,397,191,384,1.16
Beverages,Breakfast,9.3,85.0,2.2,7.4,43.0,279,558,544,0.39
Snacks,Breakfast,23.4,67.4,25.2,7.1,23.3,273,251,379,5.19
Beverages,Snack,39.5,23.7,10.1,3.4,32.7,846,985,473,2.58
Vegetables,Lunch,21.6,12.8,49.9,6.4,0.5,248,423,458,16.59
Grains,Breakfast,46.6,55.5,34.0,8.0,28.6,474,180,263,7.91
Meat,Lunch,44.5,46.3,4.0,7.7,22.2,352,341,267,0.96
Grains,Breakfast,39.2,70.9,5.3,2.2,15.9,665,590,295,1.2
Fruits,Breakfast,39.8,58.7,23.3,3.8,20.4,342,562,131,5.35
Snacks,Lunch,39.5,26.9,5.9,4.5,17.8,839,290,173,1.53
Dairy,Lunch,33.8,78.7,1.3,8.6,20.3,154,1000,566,0.28
Beverages,Lunch,33.9,40.0,5.1,0.5,17.2,210,208,472,1.23
Snacks,Dinner,8.9,87.1,48.1,4.3,38.8,103,298,444,8.43
Fruits,Dinner,46.5,40.6,11.0,1.2,15.1,621,963,546,2.79
Beverages,Dinner,32.8,55.7,18.2,8.3,7.1,293,362,576,4.48
Fruits,Lunch,8.8,32.6,48.0,5.5,21.1,450,453,500,9.61
Snacks,Breakfast,21.6,93.9,15.8,1.2,15.9,186,538,518,3.19
Snacks,Lunch,24.5,16.7,35.5,1.9,0.2,545,785,201,11.83
Vegetables,Dinner,15.0,77.4,24.6,7.0,17.5,34,210,459,4.83
Snacks,Lunch,9.9,6.9,46.2,9.3,49.5,306,993,169,11.21
Grains,Breakfast,49.9,47.8,28.3,5.6,2.2,830,153,558,8.36
Dairy,Lunch,31.3,24.2,6.8,9.3,31.7,880,864,594,1.68
Fruits,Dinner,40.7,22.8,23.0,0.3,46.1,850,520,289,5.85
Vegetables,Lunch,23.5,42.5,41.7,0.1,8.9,725,115,63,9.95
Beverages,Snack,23.2,33.6,22.1,0.3,23.8,432,220,596,5.03
Fruits,Breakfast,45.3,8.7,41.6,7.9,44.6,719,520,298,11.8
Grains,Dinner,26.8,9.7,35.0,8.9,43.2,577,200,67,9.37
Dairy,Breakfast,40.6,23.2,47.0,1.7,41.2,106,894,196,11.98
Dairy,Dinner,28.1,23.4,9.3,2.7,34.1,423,694,123,2.26
Beverages,Snack,8.2,43.9,12.6,4.4,30.8,980,404,567,2.36
Beverages,Snack,33.5,86.2,26.1,3.7,46.1,144,521,485,5.26
Beverages,Breakfast,5.6,36.6,42.7,5.1,14.2,32,912,287,8.35
Vegetables,Lunch,1.5,27.8,25.5,4.0,29.1,298,857,281,4.39
Dairy,Breakfast,37.9,79.5,28.1,5.6,23.2,9,129,165,6.06
Beverages,Breakfast,46.4,35.2,42.2,5.1,41.2,918,515,166,10.34
Beverages,Snack,45.3,90.8,6.7,6.8,1.5,826,593,234,1.85
Fruits,Breakfast,36.6,39.1,7.9,9.2,13.1,28,705,161,1.97
Meat,Lunch,34.4,88.0,4.4,6.2,45.9,307,881,540,0.89
Snacks,Lunch,14.6,48.5,9.0,7.6,2.8,674,716,254,2.23
Dairy,Dinner,34.3,57.0,44.2,9.2,26.1,845,258,128,9.8
Fruits,Dinner,47.3,22.4,25.1,4.2,14.4,813,930,213,6.93
Snacks,Dinner,20.6,60.1,37.8,7.5,33.0,288,206,431,7.6
Snacks,Dinner,23.7,99.8,13.2,6.8,3.2,265,871,135,3.16
Dairy,Lunch,24.9,84.8,32.9,9.2,46.2,869,995,194,6.37
Snacks,Lunch,26.8,57.2,24.7,2.5,34.5,451,707,513,5.19
Grains,Snack,25.1,92.2,29.6,3.8,22.7,982,838,108,5.92
Snacks,Lunch,38.8,12.2,13.9,9.3,3.1,210,353,456,4.5
Meat,Snack,12.9,17.8,47.8,8.2,3.1,837,166,370,13.04
Fruits,Dinner,8.2,60.6,20.9,7.8,14.8,854,581,69,4.03
Snacks,Lunch,42.4,20.1,25.9,6.6,36.4,121,576,264,6.79
Meat,Breakfast,9.2,35.4,14.7,5.0,39.1,909,819,183,2.82
Snacks,Breakfast,12.4,22.2,23.7,0.8,23.7,982,876,113,5.21
Dairy,Breakfast,33.1,29.1,19.2,9.9,44.0,787,936,57,4.58
Snacks,Dinner,33.7,74.5,2.0,2.3,0.6,93,316,421,0.57
Dairy,Breakfast,20.2,80.3,25.5,6.8,10.3,831,641,328,5.42
Snacks,Dinner,7.6,77.1,46.0,7.0,30.8,380,603,453,8.15
Vegetables,Snack,36.7,33.8,17.9,3.6,32.2,116,543,71,4.3
Grains,Breakfast,19.1,53.5,22.9,7.1,18.1,599,104,434,4.82
Snacks,Snack,11.5,28.3,46.2,6.2,32.9,368,773,111,9.49
Grains,Dinner,22.3,14.2,40.2,5.4,31.9,993,841,441,10.16
Grains,Snack,17.1,20.9,33.5,2.1,20.7,825,849,100,7.88
Vegetables,Lunch,5.9,90.9,26.8,5.7,0.7,239,490,50,6.61
Fruits,Lunch,16.8,77.8,7.3,4.8,27.3,601,741,344,1.4
Fruits,Breakfast,6.3,76.9,1.7,5.9,24.1,68,606,571,0.3
Beverages,Breakfast,40.5,55.9,33.6,4.1,41.7,714,387,519,7.5
Snacks,Lunch,40.7,66.2,21.0,9.6,24.8,879,282,102,4.69
Meat,Lunch,43.2,66.7,13.6,8.1,24.8,552,101,252,3.06
Vegetables,Dinner,2.7,14.2,17.9,4.7,44.7,955,908,528,3.27
Vegetables,Snack,21.3,72.4,15.7,7.0,13.6,919,484,234,3.31
Beverages,Snack,31.2,42.9,15.3,1.4,8.0,831,751,490,3.84
Meat,Snack,22.5,51.3,26.1,5.4,31.8,409,394,343,5.45
Meat,Snack,17.2,32.6,10.7,0.3,42.1,320,684,577,2.26
Beverages,Breakfast,37.5,11.2,25.0,1.3,36.6,410,672,108,6.88
Grains,Lunch,19.5,70.9,39.2,4.1,32.4,998,957,466,7.66
Fruits,Snack,35.3,98.5,33.2,3.1,19.1,499,335,549,6.97
Fruits,Dinner,20.8,74.1,37.9,8.6,20.3,79,133,312,7.67
Dairy,Breakfast,23.7,84.3,13.1,4.2,38.3,133,523,510,2.54
Snacks,Lunch,36.4,49.3,48.7,1.9,49.4,701,866,403,10.82
Dairy,Lunch,10.4,43.0,21.6,4.4,42.8,632,153,127,4.09
Meat,Breakfast,5.2,63.9,47.9,7.7,6.1,257,280,250,9.88
Dairy,Snack,14.2,54.8,30.3,5.4,48.3,219,716,334,5.75
Grains,Breakfast,30.4,34.0,11.0,2.4,29.5,178,819,164,2.58
Vegetables,Snack,15.3,42.6,37.2,0.5,7.7,381,161,572,8.49
Dairy,Breakfast,45.7,12.2,25.6,0.6,33.5,371,723,585,7.15
Grains,Breakfast,14.8,55.0,31.5,4.9,38.1,617,587,241,6.08
Dairy,Snack,5.4,74.9,36.5,7.9,39.7,408,508,260,6.25
Dairy,Dinner,32.8,29.3,35.9,2.3,5.9,176,774,464,9.83
Fruits,Dinner,1.3,7.3,31.8,7.3,35.6,556,280,533,5.81
Beverages,Dinner,11.7,85.5,46.5,5.2,32.8,965,772,309,8.42
Dairy,Dinner,6.1,56.8,41.2,3.8,10.2,507,250,427,8.13
Vegetables,Lunch,49.1,14.1,41.3,4.7,8.4,806,344,207,12.47
Beverages,Dinner,11.7,64.4,14.0,9.4,44.6,354,283,366,2.56
Snacks,Snack,47.9,12.2,30.2,6.4,28.2,296,151,363,8.54
Vegetables,Dinner,2.0,53.5,24.0,6.1,5.2,965,360,462,4.9
Dairy,Snack,19.0,40.8,1.9,9.4,0.4,981,124,599,0.55
Meat,Snack,17.2,72.1,27.8,1.4,38.4,353,923,365,5.28
Vegetables,Breakfast,33.2,14.5,40.4,5.1,6.9,78,661,505,11.89
Fruits,Snack,9.7,89.0,26.6,8.1,46.1,202,847,153,4.64
Fruits,Breakfast,35.6,8.2,35.9,2.7,44.7,314,673,127,10.03
Snacks,Dinner,7.2,34.6,19.5,2.4,16.8,292,985,563,3.86
Fruits,Dinner,5.4,75.2,3.5,6.5,3.5,189,774,318,0.77
Meat,Lunch,32.5,61.4,38.9,0.3,5.6,938,211,406,9.67
Grains,Breakfast,30.3,80.3,18.2,9.8,2.6,83,287,484,4.67
Beverages,Dinner,42.8,84.0,35.5,6.5,34.3,24,921,317,7.56
Fruits,Dinner,30.5,92.5,14.9,2.2,38.7,668,794,453,2.96
Dairy,Dinner,18.4,9.0,40.2,5.2,42.9,505,107,263,10.36
